SimTime,TTI,ActiveAgents,WaitingReroute,CompletedTrips,DynamicReroutes,BlackZones,RedZones,YellowZones,RouterRPS,SavedDuplicates,RouterLoad,GreenZones,VisitedNodes,RouteCycles,WaitingSpawn,RouteTimeMaxUs,RouteTimeAvgUs,RouterWaitTimeUs
12105,2.7291,200000,30153,531288,43414,3,1707,851,472.4,1625001,0.9976,53493,96415.5,70141700.0,59780,178713,17505.2,1253249379
12115,2.7218,200000,30158,531654,43496,3,1707,852,463.6,1627319,0.9977,53602,85777,62814900.0,59592,210007,17648.9,1254373068
12125,2.7834,200000,30195,532009,43555,3,1703,857,453.5,1628860,0.9976,53406,91853.5,64724600.0,59581,184962,17241.6,1255213399
12145,2.6709,200000,30219,532717,43699,3,1704,858,501.9,1632556,0.9976,53576,87875.2,66756600.0,59396,186019,16795.2,1257298610
12155,2.9953,200000,30256,533076,43763,3,1703,861,492.9,1634252,0.9978,53495,94166.8,66049700.0,59373,177947,18759.3,1258550746
12165,2.8244,200000,30269,533435,43819,3,1701,866,476.1,1635796,0.9977,53601,89170.1,66707000.0,59173,179403,16271.5,1259459040
12185,2.7201,200000,30276,534170,43953,3,1704,866,496.2,1639662,0.9976,53766,91042.6,68485600.0,59139,164106,18614.9,1261299206
12195,2.8444,200000,30306,534540,44021,3,1705,859,455.0,1641194,0.9978,53724,94953.1,68822900.0,59159,185979,18680,1262543387
12205,2.7143,200000,30320,534896,44087,3,1709,856,450.2,1642728,0.9976,53560,97610.7,69662400.0,59130,172074,17600.3,1263257473
12225,2.7726,200000,30342,535605,44205,3,1706,866,483.7,1645809,0.9977,53706,93702.2,72584000.0,59048,136312,16457.2,1265390759
12235,2.8497,200000,30368,535983,44291,3,1707,865,509.6,1648123,0.9978,53501,87491.9,62340700.0,58894,176101,20157.6,1266569035
12245,2.8044,200000,30389,536362,44355,3,1710,863,496.3,1649659,0.9978,53400,91087.3,69872700.0,58904,148791,15326.1,1267511203
12255,2.8101,200000,30405,536733,44419,3,1711,867,485.1,1651195,0.9977,53661,89566.4,70732500.0,58703,186917,20134.3,1268490281
12275,2.8214,200000,30429,537470,44539,3,1712,872,508.0,1654754,0.9976,53787,87528.3,64384700.0,58650,159452,16812.9,1270328829
12285,2.3347,200000,30427,537840,44630,3,1713,873,502.6,1656583,0.9976,53641,95005,67386100.0,58614,171500,20131.4,1271317579
12295,2.6659,200000,30472,538206,44668,3,1721,866,485.5,1657505,0.9977,53470,101896,83252600.0,58593,230836,19193.8,1272415004
12305,2.9218,200000,30491,538567,44761,3,1720,869,473.9,1659652,0.9978,53389,77824.7,56575700.0,58603,178589,17492.4,1273620230
12315,2.778,200000,30486,538932,44846,3,1718,871,446.5,1661166,0.9977,53319,95967.4,74391300.0,58569,183728,17775.7,1274486371
12335,2.8598,200000,30532,539653,44991,3,1718,872,495.8,1664701,0.9976,53553,92754.7,69285200.0,58346,169738,16597.5,1276376311
12345,3.0844,200000,30554,540000,45059,3,1715,879,457.0,1666073,0.9978,53452,100468,78711100.0,58327,191114,19858.8,1277621901
12355,2.8714,200000,30563,540356,45155,3,1712,885,453.9,1668057,0.9978,53227,86706.2,61194300.0,58312,192172,16294.4,1278527820
12375,2.6237,200000,30609,541053,45268,3,1718,878,491.6,1671144,0.9978,53380,97284.4,73939800.0,58203,187606,16397.6,1280570245
12385,2.8604,200000,30612,541391,45335,3,1721,883,516.2,1673157,0.9976,53218,85659,62709600.0,57952,170083,18047.3,1281407909
12395,2.3794,199984,30626,541727,45411,3,1723,882,451.8,1674201,0.9977,53145,105326,84062300.0,58090,215434,19830.2,1282479883
12405,2.4908,199962,30652,542059,45487,3,1722,883,455.3,1675725,0.9976,53221,89911.8,69293700.0,58006,164008,17402.8,1283399542
12416,2.898,199924,30671,542449,45595,3,1725,884,500.3,1678016,0.9978,53228,88408.8,62794300.0,57786,197429,17191,1284645135
12426,2.6907,199968,30734,542807,45652,3,1727,884,491.4,1679559,0.9978,53249,88922.3,68212300.0,57751,213009,16943.9,1285622111
12447,2.5986,199908,30708,543564,45808,3,1733,882,544.8,1683243,0.9978,53414,84346.4,64814600.0,57484,166405,16916.6,1287684030
12457,2.9896,199903,30734,543937,45865,3,1740,875,495.6,1684946,0.9978,53689,95677.4,72966300.0,57460,236898,22075.1,1288682355
12466,2.6719,199919,30771,544248,45921,3,1745,869,488.4,1686490,0.9978,53470,97807,72749600.0,57407,137775,15264.8,1289602948
12487,2.6123,199896,30793,544997,46056,3,1741,872,513.4,1689555,0.9976,53563,86898.5,63826500.0,57357,176669,16045.3,1291443490
12498,2.7638,199901,30797,545400,46116,3,1745,867,498.6,1691095,0.9976,53403,88190.9,60406500.0,57344,166106,18034.2,1292440068
12508,3.0619,199885,30786,545726,46182,3,1745,872,485.4,1692628,0.9976,53649,88330.2,68661100.0,57067,206149,17754.8,1293404360
12528,2.7696,199846,30844,546404,46315,3,1751,865,505.1,1696494,0.9978,53509,104921,82476700.0,56987,150812,17510.2,1295628859
12538,2.868,199883,30885,546715,46379,3,1754,863,488.8,1698030,0.9978,53178,90240.4,62238000.0,56955,172827,20176.5,1296674480
12550,2.6623,199809,30913,547143,46450,3,1757,856,450.1,1699558,0.9978,53399,106337,80208300.0,56917,193542,17543.4,1297653583
12570,2.8519,200000,30989,547841,46616,3,1757,858,532.3,1703552,0.9979,53302,93834.4,69655200.0,56696,178195,16880,1299821123
12580,2.9095,200000,31007,548211,46708,3,1766,851,490.5,1705700,0.9978,53340,86990.6,62649600.0,56682,213506,16948.9,1300705205
12590,2.7116,200000,31058,548546,46791,3,1764,857,477.9,1707697,0.9978,53425,83290.2,59744100.0,56458,213773,15724.6,1301790382
12600,2.491,200000,31059,548908,46875,3,1765,861,473.7,1709373,0.9977,53194,85154.8,60313900.0,56437,219716,16004.4,1302770147
12620,2.7276,200000,31100,549603,47039,3,1764,866,522.4,1713368,0.9977,53454,80340,60730100.0,56233,178242,16803.5,1304707262
12630,2.6151,200000,31088,549952,47119,3,1768,866,479.9,1714887,0.9978,53496,86173.6,59173700.0,56209,144000,14957.2,1305923671
12640,2.6779,200000,31112,550299,47193,3,1772,873,505.0,1716893,0.9978,53282,83736.9,60148100.0,55991,155594,16231.1,1306848259
12650,2.6487,200000,31115,550615,47270,3,1777,869,493.4,1718736,0.9977,53330,93609.4,68363300.0,55939,192043,19839.3,1307691118
12670,2.4746,200000,31125,551310,47422,3,1777,870,548.1,1722423,0.9977,53650,83793.7,63325900.0,55663,169970,16465.7,1309775278
12680,2.7338,200000,31159,551633,47495,3,1780,873,495.9,1724110,0.9976,53905,96714.1,68079800.0,55598,192128,19824.4,1310641220
12690,2.9557,200000,31147,551975,47565,3,1779,876,491.2,1725640,0.9978,53697,90996.6,67142100.0,55549,168789,15543.7,1311945961
12710,2.6206,200000,31225,552692,47703,3,1784,876,537.3,1729501,0.9979,53946,87939.3,69408600.0,55351,224605,18406.8,1314031603
12720,2.6174,200000,31237,553046,47781,3,1784,877,525.0,1731023,0.9979,53775,92075.6,68411100.0,55313,210317,18289.2,1315038323
12730,2.3812,200000,31257,553393,47845,3,1790,874,478.2,1732559,0.9979,54106,87863,65914300.0,55267,203823,19033.8,1316033028
12750,2.8105,200000,31255,554113,48012,3,1796,870,539.1,1736392,0.9979,54050,86890.5,62321800.0,55056,180403,17647.5,1318048773
12760,2.6857,200000,31283,554472,48076,3,1796,877,517.3,1737928,0.9979,53952,87927.4,61889200.0,55047,193780,15957.9,1319042165
12770,2.5606,200000,31303,554813,48139,3,1798,883,495.8,1739465,0.9979,53767,94214.3,69822400.0,55025,155028,17773.2,1320024654
12780,2.7151,200000,31320,555168,48230,3,1800,881,460.0,1740974,0.9978,53885,86246.9,68653500.0,55009,172815,17817.1,1320963852
12790,3.0607,200000,31333,555465,48309,3,1805,876,495.9,1742655,0.9978,53541,88459.3,65101200.0,54728,156032,17108.5,1321906401
12810,2.5918,199991,31354,556177,48442,3,1803,882,509.5,1746201,0.9979,53794,92115.8,69082100.0,54707,225464,14874.2,1324046792
12820,2.7136,199967,31367,556500,48516,3,1803,883,501.3,1747887,0.9978,53683,82330.8,59003200.0,54658,202299,18791.8,1324933027
12830,2.711,199966,31377,556823,48593,3,1803,883,462.0,1749410,0.9977,54085,89088.4,69610800.0,54597,179536,16641.9,1325876653
12841,2.8507,199966,31410,557214,48663,3,1808,885,499.2,1751420,0.9979,53789,86472.5,60369800.0,54367,182727,16166.3,1327106607
12862,2.8408,199902,31411,557949,48824,3,1809,889,519.2,1754778,0.9979,54006,76931.9,57968800.0,54335,164505,17693.6,1329122934
12872,2.859,199914,31414,558316,48934,3,1813,885,501.9,1757068,0.9979,54147,92244.6,67614700.0,54157,209369,20239,1330125128
12882,2.903,199935,31427,558645,49024,3,1817,883,495.0,1758578,0.9979,53889,99792.5,73530200.0,54125,185973,18344.4,1331103806
12902,3.0239,199928,31441,559394,49148,3,1818,888,512.9,1761494,0.9978,54066,93124.2,70746600.0,54112,161543,14624.2,1333027202
12912,2.7696,199918,31428,559747,49245,3,1819,890,495.9,1763157,0.9978,53946,78154.6,49528000.0,54113,150938,17268.2,1334018985
12922,2.7303,199926,31401,560097,49327,3,1823,892,460.0,1764675,0.9977,54144,92195.7,65988300.0,54117,175873,16361,1334896860
12932,2.5473,199931,31470,560424,49400,3,1827,886,474.0,1766202,0.9977,53585,86771.8,63287600.0,53904,236163,19569.2,1335851861
12955,2.7388,199830,31518,561234,49560,3,1828,887,512.6,1769242,0.9979,53734,90008.7,72335800.0,53857,216576,18659.8,1338163067
12965,3.3017,199819,31503,561606,49653,3,1829,888,497.7,1771388,0.9979,53490,89916.8,63031800.0,53846,177417,16728.8,1339139553
12974,2.6636,199808,31526,561927,49741,3,1825,893,484.8,1773060,0.9979,53335,94047,68531500.0,53842,169244,16650.7,1340121405
12982,2.5837,199900,31557,562239,49816,3,1829,891,482.0,1774585,0.9978,53199,84076.5,60456200.0,53825,183333,16320.7,1340982910
12992,2.7469,199897,31570,562583,49879,3,1831,886,473.3,1776602,0.9977,53429,87968.6,67133300.0,53605,171375,18659.9,1341909715
13014,2.6647,199831,31584,563363,50024,3,1837,885,495.5,1779336,0.9979,53489,92860.7,70074700.0,53568,183420,20196.4,1344178955
13024,2.7563,199831,31607,563724,50124,3,1837,890,488.9,1781476,0.9978,53240,96716.2,71047200.0,53565,180821,16012.3,1344985249
13035,2.8074,200000,31675,564139,50237,3,1841,890,498.6,1783763,0.9979,53559,89087.3,65208200.0,53438,213658,17988.6,1346202031
13045,2.8639,200000,31705,564485,50354,3,1839,893,489.7,1786046,0.9979,53364,85490.8,61318700.0,53446,168067,15949.2,1347134923
13065,2.6644,200000,31756,565167,50487,3,1841,891,535.9,1789273,0.9979,53586,85494.9,63529500.0,53184,199621,15831,1349244890
13085,2.7113,200000,31869,565866,50620,3,1843,895,463.2,1792660,0.9978,53151,82656.2,62298900.0,53102,227924,16905.8,1351236790
13095,2.9075,200000,31884,566221,50733,3,1845,898,495.9,1794466,0.9979,52993,86852.9,61614100.0,52930,198592,16888.3,1352392539
13105,2.7034,200000,31892,566547,50823,3,1847,900,459.0,1796456,0.9979,53119,86207.4,68123000.0,52888,222712,16529.2,1353264051
13115,2.9815,200000,31906,566901,50933,3,1850,897,456.8,1798266,0.9978,52997,86025,54955000.0,52903,215838,16971.7,1354135321
13135,2.7171,200000,31921,567593,51082,3,1853,896,516.1,1801797,0.9978,53256,78362.1,57918200.0,52670,173946,14486.2,1356180625
13145,2.902,200000,31910,567938,51187,3,1858,893,499.3,1803612,0.9978,53146,93693.1,65223900.0,52641,196405,17635,1357184331
13155,2.7072,200000,31969,568276,51258,3,1859,894,458.8,1805140,0.9979,53202,84252.1,60393000.0,52616,170882,18007.4,1358403415
13175,2.9566,200000,31994,568970,51435,3,1856,898,511.2,1808643,0.9978,53440,84193.3,62470600.0,52421,164549,18175.1,1360239943
13185,2.6358,200000,32015,569309,51504,3,1858,899,467.0,1810173,0.9978,53105,89775.2,64193800.0,52386,178281,17304.9,1361172723
13195,3.0257,200000,32017,569653,51617,3,1857,910,469.3,1811980,0.9979,52843,86945.2,60067500.0,52379,200366,16130,1362397413
13205,2.9795,200000,32036,570003,51699,3,1860,906,457.1,1813498,0.998,52530,93764.3,67073400.0,52393,190439,17082.1,1363416569
13225,2.7697,200000,32051,570680,51878,3,1861,909,491.9,1816519,0.998,52712,87207,63694200.0,52301,189948,16978.6,1365436183
13235,2.783,200000,32063,571020,51956,3,1865,909,517.7,1818361,0.9979,52438,92255.1,67924100.0,52080,173102,18028.3,1366404085
13245,2.7729,200000,32097,571352,52027,3,1867,909,445.9,1819570,0.9979,52638,106872,74457400.0,52247,196433,19258.3,1367305839
13255,2.6299,200000,32088,571717,52139,3,1869,908,488.5,1821858,0.9977,52493,87912.1,64629700.0,52071,219907,18187.1,1368097828
13275,2.8218,200000,32051,572371,52355,3,1874,909,512.5,1824840,0.998,52673,82301.5,62411700.0,52021,185048,16028.1,1370428345
13285,3.2069,200000,32048,572729,52432,3,1872,913,497.3,1826363,0.998,52422,89151.2,63098700.0,52001,195275,17696.3,1371444310
13295,2.8508,200000,32056,573124,52521,3,1873,914,487.6,1828354,0.9978,52518,88368.4,65607400.0,51860,154157,16137.4,1372251998
13305,2.7229,200000,32110,573476,52586,3,1872,917,475.8,1829729,0.9978,52308,97508.1,68907400.0,51836,202695,18699.2,1373221512
13315,2.9786,200000,32058,573837,52727,3,1871,919,480.5,1831665,0.998,52249,81874.6,58391900.0,51842,134676,15909.5,1374455112
13335,2.71,200000,32125,574533,52885,3,1874,917,523.9,1835346,0.998,52413,82960.4,61008100.0,51665,160476,16657.8,1376482237
13345,3.0925,200000,32132,574880,52961,3,1871,924,499.3,1837030,0.998,52121,95202,67222500.0,51670,181109,16720.3,1377471409
13355,2.9247,200000,32106,575259,53091,3,1876,924,490.0,1839298,0.9977,52300,75040.9,53406900.0,51501,172296,15327.7,1378159364
13365,2.7327,200000,32117,575614,53183,3,1881,921,478.8,1840805,0.9979,52036,84291.5,60226800.0,51505,184855,15780.6,1379425453
13375,2.9905,200000,32161,576000,53260,3,1883,922,482.1,1842328,0.998,52114,94543.9,68777100.0,51491,206857,17424.3,1380476219
13395,2.8785,199989,32176,576706,53428,3,1884,923,524.1,1845838,0.998,52340,87068.2,66410900.0,51324,191897,15993.2,1382474579
13405,3.1919,199976,32167,577042,53534,3,1885,928,484.9,1847652,0.9979,52447,86484.6,56762900.0,51298,218041,17703.4,1383382539
13415,2.9519,199976,32180,577348,53623,3,1885,931,510.9,1849480,0.9978,52247,85384.4,62211100.0,51059,197454,17074.5,1384217713
13426,2.7588,199961,32202,577709,53709,3,1887,933,491.1,1850674,0.998,52212,99954.6,71502100.0,51039,147591,17255.7,1385515579
13435,3.4343,199975,32229,577987,53794,3,1891,932,478.2,1852667,0.9978,52201,88665.3,61112800.0,51008,194849,16481.9,1386251097
13457,2.7127,199927,32256,578737,53980,3,1897,929,498.8,1855998,0.9979,52278,82429.8,61217600.0,51018,229673,15603,1388455864
13468,2.7753,199900,32289,579101,54045,3,1899,932,456.9,1857533,0.9978,52330,88149.3,62671300.0,50991,198480,18461,1389269672
13476,2.6144,199926,32244,579360,54160,3,1903,932,481.6,1859813,0.9979,52130,82312.5,59370000.0,50837,172987,13329.1,1390429578
13499,2.5372,199852,32281,580146,54320,3,1901,933,521.1,1863173,0.998,52359,89947,68032800.0,50684,157988,16663.9,1392575183
13508,2.9003,199877,32295,580465,54429,3,1900,935,516.5,1865144,0.9979,52008,84221.2,55434200.0,50648,194169,14922.5,1393432088
13518,3.1034,199888,32308,580804,54502,3,1900,940,490.3,1866991,0.9978,52325,85003,63107600.0,50497,159175,18954.5,1394300601
13527,2.8493,199920,32296,581126,54596,3,1899,947,483.4,1868977,0.9979,52189,86927.2,59962600.0,50452,154848,13731.7,1395446313
13549,2.8902,199857,32317,581861,54794,3,1900,950,529.7,1872779,0.9979,52423,85544.2,63227400.0,50277,184290,15652.2,1397485211
13559,2.6189,199864,32325,582183,54878,3,1906,946,518.8,1874294,0.9979,52101,85008.4,58890600.0,50204,169919,15484.2,1398432113
13569,2.6028,199839,32310,582517,54963,3,1909,945,467.9,1875809,0.9978,52241,82706,56463700.0,50209,195063,17229.7,1399359134
13578,2.9389,199907,32259,582834,55130,3,1913,947,518.6,1878041,0.9979,52265,79896.6,56811400.0,50024,185067,14693.3,1400414128
13600,2.9201,200000,32417,583587,55359,3,1914,947,589.0,1882450,0.998,52246,89298.3,66307800.0,49791,221257,17997.1,1402606726
13610,2.8144,200000,32407,583930,55470,3,1921,943,536.5,1884099,0.9979,52360,78652.3,56330200.0,49760,155752,14692.1,1403545330
13620,3.1317,200000,32475,584272,55545,3,1922,944,520.1,1885623,0.998,52072,86893.1,61851500.0,49732,176869,17050.3,1404692563
13640,3.1589,200000,32457,584941,55747,3,1924,944,557.2,1889420,0.9979,52277,84792.1,63141000.0,49508,190984,13770.5,1406570814
13660,3.0016,200000,32468,585640,55954,4,1925,948,517.3,1893053,0.9979,52399,81315.3,61833600.0,49278,199074,17826.3,1408631937
13670,3.1355,200000,32472,585967,56053,4,1921,956,474.0,1894713,0.9979,52257,93883.3,64229000.0,49234,194907,16744.2,1409612562
13680,2.8294,200000,32475,586306,56119,4,1922,955,463.8,1896087,0.9978,52162,95710.9,66096200.0,49196,169410,17949.7,1410583004
13700,3.1857,200000,32508,586980,56322,4,1924,952,501.3,1899242,0.9979,52480,75797.8,53874700.0,49140,234867,17230,1412742050
13710,3.1979,200000,32492,587305,56412,4,1924,956,526.3,1901071,0.998,52288,95594.7,71701900.0,48918,165881,18331,1413762448
13720,2.9707,200000,32493,587643,56512,4,1927,951,485.0,1902571,0.9979,52289,83846.9,60190200.0,48885,157151,15717.7,1414715940
13730,2.9381,200000,32460,587951,56646,4,1934,946,479.7,1904354,0.9978,52016,83856.3,55574100.0,48844,184488,16594.9,1415577887
13750,2.9385,200000,32492,588631,56830,4,1932,952,536.5,1907529,0.9979,52107,85652.2,65021300.0,48631,197528,16882,1417695996
13760,2.8791,200000,32512,588944,56925,4,1935,950,514.7,1909194,0.9979,51904,97737.3,70983300.0,48588,174989,18775.1,1418682262
13770,3.0522,200000,32504,589275,57041,4,1938,950,506.1,1911318,0.998,51780,88249.4,66276900.0,48556,199951,20130.8,1419885485
13780,2.8832,200000,32519,589605,57124,4,1938,951,487.5,1912835,0.998,51593,88409.3,64430700.0,48552,198484,18733.8,1420880636
13790,2.997,200000,32529,589931,57203,4,1942,951,447.7,1914356,0.998,51796,104536,80714600.0,48540,251003,16726.2,1421800447
13810,2.7973,200000,32524,590593,57411,4,1941,949,494.6,1917987,0.998,51868,88444.9,63624600.0,48348,191056,15564.9,1423906340
13820,3.1106,200000,32522,590943,57526,4,1945,946,456.7,1919632,0.9979,52033,85536.2,57666600.0,48346,187953,17084.5,1424745190
13840,2.7233,200000,32532,591579,57712,4,1946,950,514.5,1923444,0.998,52095,97118.6,76910700.0,48074,199356,16945.2,1426900486
13850,3.0237,200000,32534,591899,57815,4,1950,952,499.4,1925578,0.9978,52207,81428.2,55962300.0,47867,160139,15424.7,1427634837
13860,3.3561,200000,32559,592228,57897,4,1951,954,484.9,1927096,0.998,51874,86138.4,56195700.0,47831,183777,14677.8,1428857069
13870,3.2849,200000,32575,592592,57994,4,1954,955,479.9,1928751,0.998,51607,92119,68496700.0,47839,202809,20044,1429881598
13880,3.1722,200000,32550,592930,58090,4,1956,956,473.5,1930253,0.998,51651,89121.4,70001400.0,47810,215106,16448.7,1430865021
13901,3.0141,199960,32553,593653,58292,4,1964,955,522.5,1934047,0.998,51826,83319,57833800.0,47657,181451,15694.5,1432934617
13911,3.0601,199970,32527,593970,58420,4,1964,957,481.2,1935515,0.998,51932,86059.7,57932300.0,47653,187326,15496,1433828658
13921,3.2987,199936,32516,594314,58538,4,1969,961,501.6,1937637,0.998,51731,81297.6,53775500.0,47508,187452,14279.1,1434939210
13931,2.8839,199965,32548,594662,58625,4,1971,964,490.4,1939309,0.998,51627,86112.7,62402000.0,47484,217327,17353.5,1435889951
13951,3.2007,199936,32506,595344,58823,4,1975,963,517.9,1942297,0.9979,51836,80130,56171900.0,47474,187093,16087.8,1437746500
13961,3.1543,199957,32471,595685,58936,4,1978,963,548.1,1943780,0.9979,51344,90289.1,65934100.0,47259,161811,18080.6,1438758019
13972,2.9002,199923,32451,596056,59046,4,1978,965,488.5,1945270,0.9979,51399,92972.7,66913700.0,47433,165693,17637.5,1439741013
13982,3.0041,199942,32442,596390,59157,4,1977,971,485.2,1947239,0.9979,51505,86869,65474100.0,47234,215305,17594.9,1440696633
13992,3.4248,199923,32480,596715,59237,4,1980,974,467.6,1948599,0.9978,51304,85033.9,60832700.0,47195,191822,17150,1441633461
14014,2.6467,199875,32463,597383,59461,4,1979,977,494.0,1952054,0.998,51276,94202.9,66443000.0,47139,157342,16548.5,1443967745
14023,3.0909,199900,32517,597661,59543,4,1981,974,481.0,1953572,0.9979,50962,90769.2,62931100.0,47101,187569,17983.2,1444758849
14035,3.2389,199841,32563,598055,59643,5,1979,978,462.9,1955230,0.9981,51246,85404.3,65022000.0,46942,169891,15193.5,1446005920
14043,3.0856,199903,32488,598328,59800,5,1981,980,472.5,1957310,0.998,51029,86471.7,59505400.0,46921,153337,15702.2,1446911763
14065,2.6594,200000,32514,599018,60075,5,1981,983,554.8,1961825,0.998,51165,91189.8,65609500.0,46676,183625,17048.3,1449010839
14075,3.4621,200000,32551,599344,60178,5,1984,982,531.0,1963322,0.9979,50904,80685.3,58058400.0,46652,206201,15901.4,1449860924
14085,3.6202,200000,32549,599649,60282,5,1984,985,489.0,1964818,0.998,51050,81360,62649300.0,46603,224833,16201.6,1451156017
14095,3.4435,200000,32571,599934,60381,5,1984,989,473.4,1966799,0.998,51015,82626.4,59106300.0,46371,184435,14274.7,1452145168
14105,3.192,200000,32546,600282,60506,5,1988,986,474.5,1968434,0.9979,50779,83500.4,58021500.0,46337,175696,16278.6,1453007688
14115,2.9844,200000,32568,600611,60636,5,1993,982,475.5,1970063,0.9981,50650,83915.9,59942400.0,46320,197600,15640,1454267015
14135,3.071,200000,32627,601275,60829,6,1993,984,525.0,1973390,0.998,50893,90174.5,73735400.0,46107,206503,16921.2,1456117766
14145,3.3211,200000,32633,601601,60987,6,1995,984,482.0,1975311,0.9981,50788,81942.2,55504800.0,46136,238779,20179,1457286888
14155,3.0814,200000,32673,601909,61052,6,1996,985,473.8,1976685,0.9979,50538,97620.1,78568700.0,46072,191851,18766.1,1458020913
14175,3.266,200000,32706,602583,61276,6,1996,985,512.4,1980300,0.9979,50742,80621,59915400.0,45926,223107,17338.4,1460010280
14185,3.1105,200000,32719,602884,61407,6,2000,983,505.0,1982088,0.9981,50687,91677.7,63783500.0,45878,168200,16962.7,1461293855
14195,3.1494,200000,32734,603225,61498,6,1996,992,465.2,1983597,0.9981,50922,90997.6,68842500.0,45864,182897,20838.9,1462295519
14215,3.1302,200000,32734,603888,61729,6,1999,991,520.6,1986886,0.9979,50758,90195,66449400.0,45652,192876,17511.1,1464100729
14225,2.9575,200000,32693,604225,61858,6,2004,993,512.1,1988837,0.9981,50559,86593.2,57745000.0,45645,182286,17010,1465319658
14235,3.0425,200000,32727,604565,61947,6,2014,990,501.3,1990348,0.9981,50506,86710.1,62922500.0,45609,185053,17045.8,1466320449
14245,3.1194,200000,32736,604913,62052,6,2013,998,497.9,1991842,0.998,50391,86025.2,62862500.0,45591,147671,14074.9,1467212308
14255,2.7827,200000,32722,605226,62177,6,2016,996,485.4,1993955,0.9979,50561,80064.8,60154200.0,45387,185459,17051.8,1468082436
14265,2.921,200000,32708,605578,62267,6,2018,997,478.8,1995304,0.9981,50237,85752.3,60273400.0,45381,179320,16207,1469336215
14275,3.2762,200000,32748,605896,62366,6,2017,997,464.1,1996805,0.9981,50117,88569.5,69431200.0,45352,208432,17578.5,1470331275
14295,3.4847,200000,32741,606564,62599,6,2021,993,502.6,2000090,0.998,50480,78950.1,57452900.0,45330,193919,19138.2,1472192046
14305,3.5469,200000,32709,606918,62728,6,2021,995,490.1,2002200,0.9979,50459,87133.3,64499100.0,45149,175404,16157.5,1473062080
14315,3.2013,200000,32732,607262,62820,6,2024,995,485.7,2003706,0.9979,50264,92411.5,61829100.0,45101,153073,16663,1474035530
14325,3.1968,200000,32732,607595,62936,6,2029,992,481.1,2005349,0.9981,50071,92081.4,65449800.0,45074,129688,15107.2,1475324303
14345,3.4649,200000,32766,608309,63119,6,2032,992,530.8,2008846,0.9981,50254,92461,69225500.0,44916,174316,18379.4,1477354310
14355,3.2144,199966,32756,608627,63231,6,2038,990,488.1,2010491,0.9981,50140,96452.6,69108200.0,44860,177278,18413,1478361939
14375,3.3373,199974,32711,609341,63486,6,2039,995,525.8,2013593,0.998,49895,92813.2,69672600.0,44856,243322,15620.7,1480262446
14386,3.4089,199971,32690,609701,63611,6,2039,999,542.3,2015867,0.9981,49837,76684.7,51591100.0,44678,156076,15678.3,1481327010
14396,3.1993,199976,32741,610034,63702,6,2038,1002,522.2,2017374,0.9981,49782,85007.6,63151700.0,44676,211078,15549.2,1482349288
14406,3.3143,199957,32748,610334,63791,6,2043,997,500.7,2019205,0.998,49997,82784.1,61404000.0,44436,240684,16187.8,1483173060
14417,3.2151,199930,32732,610704,63916,6,2046,995,493.6,2020519,0.9981,49610,89990.7,62000000.0,44413,190276,15848.7,1484337993
14436,3.4237,199923,32775,611330,64151,6,2042,1005,543.4,2024283,0.998,49931,84603.4,65558800.0,44174,205778,18258.1,1486166128
14447,3.4087,199928,32755,611704,64277,6,2043,1005,529.9,2026235,0.9981,49895,83709.5,55340300.0,44205,173379,13768.7,1487339433
14457,3.3851,199882,32745,612033,64407,6,2045,1003,486.2,2027864,0.9981,50166,81607.6,57757200.0,44191,211659,16418.9,1488375135
14466,3.2215,199957,32763,612322,64513,6,2044,1007,512.7,2029356,0.998,49956,80623.3,56958500.0,44016,187382,14769.9,1489245517
14489,3.2924,199853,32758,613024,64706,6,2048,1002,529.2,2032518,0.9981,50167,88635.4,59875300.0,43924,196240,15253.9,1491436087
14499,2.8977,199882,32729,613351,64850,6,2046,1005,517.8,2034612,0.9981,50154,79007.1,50726500.0,43926,145807,14583.8,1492381815
14510,3.3449,199854,32770,613697,64961,6,2038,1017,475.6,2036099,0.9981,50082,93435.6,68805700.0,43898,187894,19754.5,1493434580
14518,2.9499,199892,32814,613956,65046,6,2039,1016,468.3,2037612,0.998,49914,91807.4,63975300.0,43845,178374,15591.9,1494265773
14539,3.1313,199837,32772,614645,65261,7,2037,1022,497.3,2040593,0.998,50135,92467.8,64332300.0,43828,196891,15910.6,1496200934
14550,3.1176,200000,32813,615017,65410,7,2035,1029,505.5,2043000,0.9981,50190,84642,57759600.0,43665,162013,15432,1497460108
14560,2.9263,199853,32817,615319,65473,7,2035,1030,451.4,2044057,0.9981,49823,88390.5,61588700.0,43643,186252,15481.1,1498432754
14580,3.1268,200000,32836,615999,65773,7,2039,1027,542.4,2048713,0.9981,50158,85167.6,61461200.0,43456,157945,14941.5,1500422710
14590,2.9277,200000,32870,616335,65866,7,2041,1025,525.2,2050219,0.9981,50038,90559.8,69253700.0,43399,180652,17697.9,1501509445
14600,3.0931,200000,32858,616640,65987,7,2046,1025,431.1,2051857,0.9979,49937,84147.6,59968100.0,43345,186008,17070.8,1502367037
14620,3.29,200000,32868,617282,66208,7,2047,1029,470.8,2054832,0.9981,49987,91612.1,70144400.0,43274,209071,17736,1504695532
14630,3.4091,200000,32866,617601,66309,7,2049,1030,461.1,2056808,0.9981,50027,84408.3,61495900.0,43068,152565,15843.2,1505604505
