SimTime,TTI,ActiveAgents,WaitingReroute,CompletedTrips,DynamicReroutes,BlackZones,RedZones,YellowZones,RouterRPS,SavedDuplicates,RouterLoad,GreenZones,VisitedNodes,RouteCycles,WaitingSpawn,RouteTimeMaxUs,RouteTimeAvgUs,RouterWaitTimeUs
14650,3.456,200000,32887,618257,66521,7,2054,1025,470.0,2059314,0.9981,50039,86413,64629900.0,43175,154019,15449.6,1507599422
14660,3.1424,200000,32889,618551,66680,7,2055,1027,510.2,2061555,0.9981,49768,79768.5,57142400.0,42937,208577,17357.3,1508708951
14670,3.2619,200000,32925,618826,66774,7,2054,1031,507.1,2063059,0.9981,49655,93960.2,71162700.0,42826,175182,17754,1509707927
14680,3.4158,200000,32898,619152,66896,7,2051,1040,467.6,2064532,0.9981,49698,81529,58495700.0,42819,198981,17049.9,1510716160
14700,2.8726,200000,32935,619794,67073,8,2054,1040,511.7,2067710,0.9981,49728,84721.1,64698000.0,42616,200189,16833.4,1512599725
14710,3.4425,200000,32864,620116,67257,8,2053,1048,509.1,2069758,0.9981,49419,76512.2,51270700.0,42619,193259,15577.7,1513727108
14720,3.4918,200000,32847,620411,67369,8,2052,1054,471.0,2071235,0.9981,49634,87580.4,64920900.0,42574,185389,15358.3,1514694007
14730,3.197,200000,32804,620741,67487,8,2054,1056,495.9,2073193,0.998,49513,82316.9,55241800.0,42419,183521,15812.6,1515444177
14740,3.38,200000,32831,621084,67614,8,2054,1053,488.2,2074823,0.998,49386,86306.5,66017300.0,42420,189419,16282.9,1516490248
14750,3.2064,200000,32802,621397,67724,8,2056,1056,485.0,2076469,0.9981,49240,84728.9,60288300.0,42396,178967,16741,1517713099
14770,2.8175,200000,32814,621996,67913,8,2059,1061,500.8,2079477,0.998,49367,79824.9,61601700.0,42317,138945,15932.3,1519583776
14780,3.0702,200000,32764,622346,68086,8,2059,1063,535.9,2081700,0.9981,49168,81480.2,58134600.0,42162,202654,15700.8,1520732894
14790,3.3234,200000,32830,622671,68169,8,2059,1061,554.8,2083217,0.9981,49137,81932.5,62901600.0,41947,176915,16467.7,1521662435
14800,3.4561,200000,32873,623001,68240,8,2067,1049,474.0,2084746,0.9981,49359,97238,73584900.0,42124,173367,20054,1522658999
14810,3.2959,200000,32856,623328,68376,8,2061,1057,512.7,2086850,0.9982,49188,89359.8,64403200.0,41929,174064,15356.8,1523776730
14820,3.1546,200000,32892,623609,68512,8,2066,1058,505.8,2088473,0.9982,49055,84707.9,60935400.0,41868,162887,16586.6,1524783733
14840,3.7683,200000,32922,624238,68714,8,2074,1052,539.6,2091948,0.998,49294,89725.7,66183800.0,41694,150584,16732,1526552165
14851,3.1,199970,32881,624596,68882,8,2069,1055,533.2,2093699,0.9981,49104,83091.1,56842400.0,41657,142595,15537.4,1527781949
14860,3.4394,199967,32937,624857,68974,8,2072,1051,488.7,2095207,0.9981,49239,81424.7,57130400.0,41599,146297,14841.9,1528684713
14871,3.2498,199967,32923,625226,69103,8,2074,1054,511.7,2097157,0.9982,48929,81625,55788700.0,41433,155124,15492.7,1529811071
14880,3.5571,200000,32936,625518,69244,8,2077,1054,505.2,2098934,0.9981,48982,80510.4,56701100.0,41421,156432,13506.6,1530683133
14902,3.1614,199925,32910,626274,69478,8,2078,1050,547.7,2102539,0.9982,49164,79783.4,59260700.0,41270,181199,14870.9,1532823905
14911,3.2407,199960,32931,626557,69612,8,2082,1052,530.2,2104163,0.9981,48988,78587.4,54271100.0,41245,187907,16511.2,1533734935
14921,3.4279,199921,32935,626886,69720,8,2081,1061,488.1,2105655,0.998,49209,91195.7,68381300.0,41201,189203,16039,1534658246
14933,3.1389,199905,32906,627251,69857,8,2081,1058,515.5,2107755,0.9982,49012,79057.9,56974800.0,41028,149089,16956.2,1535846866
14942,3.0606,199926,32925,627570,69985,8,2086,1058,507.2,2109219,0.9982,48762,88861.4,67133000.0,41042,164440,15759,1536848187
14964,3.5404,199885,32896,628270,70242,8,2087,1057,552.7,2112467,0.998,48886,86384.1,64636500.0,40850,169349,16619.6,1538527366
14973,3.5913,199900,32836,628547,70423,8,2089,1058,546.3,2114524,0.9982,48735,84221.8,57993400.0,40804,158205,15194.2,1539844786
14983,3.5065,199900,32895,628833,70536,8,2090,1062,523.0,2116010,0.9981,48735,82969.3,59014000.0,40782,171824,15415.5,1540732640
14993,3.3555,199894,32912,629150,70643,8,2098,1062,540.9,2117503,0.998,48456,82776,61678100.0,40581,149764,16028.2,1541670945
15004,2.9608,199881,32867,629468,70778,8,2103,1058,492.2,2119608,0.9982,48867,76157.4,53864000.0,40587,155348,16109.2,1542840040
15012,3.2633,199908,32864,629752,70924,8,2105,1057,495.3,2121219,0.9981,48715,84188.5,58874600.0,40538,186840,15370.1,1543755247
15024,3.0481,199844,32895,630113,71031,8,2106,1056,511.7,2122872,0.9982,48684,87164,64097800.0,40352,165602,15182,1544858215
15035,3.4538,199863,32919,630386,71164,8,2108,1056,499.2,2124978,0.9982,48859,80664.6,56545700.0,40318,194230,16991.1,1545898937
15054,3.4648,199844,32908,630979,71426,8,2113,1051,548.4,2128715,0.9981,48982,77132.1,53662700.0,40060,175174,13850.2,1547706202
15064,3.1709,199868,32958,631293,71537,8,2112,1054,556.8,2130524,0.9982,48951,87553.8,61738100.0,39900,209967,17723,1548898621
15075,3.7219,200000,33001,631660,71733,8,2115,1056,536.9,2133206,0.9981,49069,79808.8,58641200.0,39924,159229,14743.8,1549833139
15095,2.93,200000,33051,632293,71990,8,2118,1059,576.8,2136627,0.9981,49271,82126.4,57691200.0,39701,183384,14276.5,1551904602
15105,3.8142,200000,33090,632603,72115,8,2118,1066,460.4,2138262,0.9981,48981,89283,64541500.0,39673,171019,16822.4,1552918470
15125,3.4987,200000,33128,633202,72363,8,2124,1061,519.8,2141373,0.9981,49081,87101,63054600.0,39431,185604,16080.1,1554999737
15135,3.0395,200000,33148,633522,72497,9,2126,1062,509.2,2143637,0.998,48871,86862.9,58771200.0,39407,199984,17809.3,1555799830
15145,3.3724,200000,33209,633810,72622,9,2132,1059,498.0,2145112,0.9982,48652,88239.9,65940800.0,39358,148964,17257.3,1557118875
15155,3.3728,200000,33211,634129,72721,9,2129,1068,488.0,2146613,0.9982,48566,93131.6,67818000.0,39330,156973,18076.9,1558132707
15165,3.7111,200000,33216,634450,72840,9,2132,1059,485.3,2148091,0.9982,48634,86085.8,64386900.0,39295,163272,15808.1,1559095619
15175,3.0766,200000,33232,634735,72944,9,2130,1064,509.7,2149586,0.9982,48478,91316.8,68907700.0,39082,167937,17543.9,1560123128
15185,3.6472,200000,33213,635008,73115,9,2135,1061,474.9,2151815,0.9981,48729,80853.9,60944900.0,39029,176930,16426.6,1560965416
15195,3.5091,200000,33250,635316,73210,9,2138,1061,471.1,2153158,0.9982,48498,84661.2,58456800.0,38984,210363,16212.9,1562158068
15215,2.8786,200000,33288,635939,73536,9,2137,1069,523.3,2156992,0.9982,48900,75816.6,53785300.0,38838,176890,13987.2,1564139004
15225,3.2625,200000,33291,636244,73685,9,2139,1071,497.9,2159081,0.9981,48773,76445.6,52983400.0,38683,171385,16284.9,1564951095
15245,3.264,200000,33334,636827,73953,9,2140,1068,524.8,2162171,0.9982,48851,93402.9,68806600.0,38596,129628,16251.5,1567181533
15255,3.3679,200000,33364,637135,74066,9,2138,1070,476.9,2163658,0.9982,48680,81972.5,55892900.0,38582,200625,16196.3,1568174326
15265,3.3398,200000,33348,637451,74201,9,2141,1067,505.7,2165601,0.998,48269,84360.5,59781000.0,38433,184610,14913.2,1568931783
15285,3.252,200000,33396,638061,74483,9,2146,1061,550.6,2169158,0.9981,48511,77969.4,53676000.0,38271,168962,13082.9,1571053056
15295,3.3099,200000,33410,638377,74602,9,2145,1063,524.8,2170798,0.9981,48022,89486.2,59572400.0,38263,171215,16830.9,1572064061
15305,3.2718,200000,33343,638692,74786,9,2147,1061,488.1,2172531,0.998,48159,79653.6,53644800.0,38244,172643,15927.5,1572878469
15325,3.2058,200000,33420,639304,75033,9,2149,1065,511.5,2175482,0.9981,48546,86791.6,64190500.0,38215,208496,16361.9,1575091232
15335,3.8472,200000,33388,639617,75224,9,2153,1066,502.2,2177527,0.9982,48291,80264.7,58956400.0,38016,172378,15267.4,1576189073
15345,3.057,200000,33430,639907,75358,9,2153,1073,490.8,2179152,0.9982,48097,91077,61952800.0,37998,127367,16216.7,1577163857
15365,3.4887,199998,33466,640491,75639,9,2158,1070,540.8,2182710,0.9982,48183,75438.3,54002100.0,37758,177890,14052.2,1579223042
15375,3.5176,199986,33467,640808,75792,9,2159,1070,518.0,2184797,0.9981,48313,80056.9,55635500.0,37583,176812,15151.8,1580039471
15396,2.9108,199968,33503,641449,76053,9,2163,1071,537.6,2187734,0.9982,48230,84303.3,61646400.0,37529,181807,13979.3,1582193023
15405,3.1765,199974,33470,641731,76221,9,2166,1065,522.9,2189485,0.9981,48364,74990.6,51175700.0,37328,139815,14416.8,1583075366
15416,3.3848,199962,33471,642083,76358,9,2168,1064,509.4,2191428,0.9982,48003,81725.7,56065500.0,37308,226313,17016.3,1584242918
15426,3.2978,199969,33455,642446,76531,9,2171,1065,509.4,2193173,0.9982,47934,81366.4,57953300.0,37360,198227,14095.6,1585183281
15447,3.1237,199947,33495,643102,76779,10,2170,1072,532.7,2196125,0.9981,48125,90107.5,65225200.0,37318,177519,15437,1587067884
15456,3.2811,199933,33520,643375,76911,10,2171,1072,544.7,2197913,0.998,48043,81058.8,57226800.0,37128,155107,16323.1,1587967671
15468,3.1062,199883,33500,643742,77087,10,2172,1072,505.8,2199816,0.9982,48121,81204.5,58946000.0,37077,190774,16070.4,1589249951
15488,3.7502,199906,33584,644325,77351,10,2175,1075,534.7,2202751,0.9982,48133,79140.9,56393800.0,36973,172847,15554,1591282830
15498,2.9054,199878,33605,644625,77473,10,2174,1079,508.7,2204709,0.998,48057,89754.4,65529700.0,36759,191217,18870.7,1591937128
15507,3.2171,199943,33586,644868,77643,10,2174,1083,513.6,2206459,0.9982,47724,78878.9,55251500.0,36705,204763,14302.1,1593217209
15528,3.7771,199896,33675,645522,77845,10,2178,1087,529.2,2209455,0.9981,47688,84935.4,60974300.0,36629,173289,16324.6,1595084966
15538,3.2293,199906,33631,645843,78016,10,2182,1086,569.1,2211203,0.9981,47561,83966,60033600.0,36408,153936,15897.2,1596074344
15550,3.7641,199840,33658,646236,78148,10,2182,1091,517.2,2212830,0.998,47693,86141,61985400.0,36404,161586,16404.3,1596993874
15558,3.285,199887,33713,646482,78270,10,2179,1099,502.8,2214307,0.9982,47567,80735,56138100.0,36385,161009,14262.5,1598259519
15569,2.9195,199860,33711,646836,78442,10,2178,1105,497.6,2216054,0.9982,47337,84803.4,60660400.0,36394,213354,17135.8,1599218626
15590,3.1482,200000,33801,647493,78794,10,2184,1105,569.3,2220182,0.9982,47720,87613.1,61898000.0,36240,191649,15082.2,1601335067
15600,3.2249,200000,33868,647780,78900,10,2185,1115,461.8,2221675,0.9981,47319,89131.2,67709300.0,36148,186923,17140.7,1602363492
15620,3.7001,200000,33848,648374,79210,10,2186,1114,518.6,2225044,0.9982,47563,86178.9,61526100.0,35937,137327,14766.8,1604466855
15630,3.4725,200000,33830,648673,79395,10,2187,1116,510.4,2227099,0.9981,47344,87516.6,57478400.0,35939,145682,16066.4,1605318282
15640,3.3508,200000,33857,648994,79515,10,2194,1113,497.1,2228578,0.9981,47137,84117.7,63501200.0,35933,230474,17921.2,1606280792
15650,2.9749,200000,33845,649311,79660,10,2194,1121,461.7,2230033,0.9981,47143,86660.2,63890000.0,35923,153618,16354.5,1607301835
15670,3.3095,200000,33894,649854,79901,10,2194,1117,508.3,2232985,0.9982,47354,85801.6,59327200.0,35675,159962,14873.2,1609436152
15680,3.5374,200000,33919,650117,80032,10,2198,1117,496.1,2234933,0.9982,47065,93825.5,65602700.0,35609,176542,17813.3,1610438143
15690,4.0216,200000,33923,650425,80176,10,2206,1112,462.0,2236547,0.9981,47017,81981.5,60311900.0,35587,211781,17144.8,1611344761
15700,3.1261,200000,33905,650710,80305,10,2206,1119,462.9,2238017,0.9982,46756,87579,63732800.0,35538,210883,15930,1612553407
15720,3.5785,200000,33945,651315,80604,10,2209,1116,519.5,2241556,0.9981,46803,79118.6,55568900.0,35316,183357,14749.1,1614380194
15730,2.8378,200000,33964,651629,80783,10,2209,1119,515.9,2243296,0.9982,46519,80070.8,53517000.0,35294,189177,15123.7,1615541642
15740,3.5939,200000,33953,651948,80932,10,2213,1121,475.0,2244747,0.9982,46759,85485.7,61926900.0,35308,181530,14907.9,1616564907
15750,3.0442,200000,33927,652279,81094,10,2219,1113,504.7,2246664,0.9981,46741,75980.6,51602200.0,35166,155417,14484.7,1617359953
15760,3.5044,200000,33930,652577,81287,10,2215,1118,507.7,2248389,0.9982,46642,83455.6,59517000.0,35133,174171,15808.7,1618581958
15770,3.6236,200000,33965,652878,81411,10,2217,1120,495.0,2249862,0.9982,46646,84677.9,58029500.0,35114,166984,16377.8,1619580709
15780,2.9018,200000,33961,653188,81564,10,2222,1123,494.1,2251301,0.9982,46657,86458.2,59786700.0,35096,179329,15392.5,1620551939
15800,3.7024,200000,33864,653806,81944,10,2223,1122,546.0,2254914,0.9983,46864,75078.2,53324700.0,34980,170539,16501.7,1622610925
15810,3.9417,200000,33925,654089,82071,10,2226,1126,526.5,2256379,0.9982,46575,94035.9,65184100.0,34937,168122,15821,1623594162
15820,3.198,200000,33902,654411,82207,10,2223,1131,513.9,2257841,0.9982,46637,86030.4,60313800.0,34931,175216,17150.1,1624579601
15830,4.2126,200000,33891,654728,82352,10,2223,1132,473.9,2259293,0.9982,46789,91042.3,67286700.0,34934,199303,17024.4,1625537432
15850,2.9966,200000,33936,655348,82613,10,2226,1125,525.0,2262711,0.9981,46749,85353.6,59756500.0,34761,197445,15787.4,1627370166
15860,3.4123,200000,33952,655639,82740,10,2228,1129,509.0,2264023,0.9982,46534,90721.2,65886300.0,34711,155007,16163.5,1628503192
15870,3.3335,200000,33968,655920,82892,10,2238,1120,468.7,2265630,0.9983,46452,81092.4,54649400.0,34688,213685,14873.4,1629642755
15880,3.1207,200000,33945,656202,83082,10,2240,1123,477.3,2267358,0.9982,46409,80704.9,53415600.0,34652,120475,13299.1,1630565795
15900,3.783,199979,34056,656786,83359,10,2245,1124,501.5,2270281,0.9981,46533,81875,57319400.0,34612,174263,16354.6,1632461697
15911,3.9564,199979,34010,657098,83581,10,2244,1128,542.2,2272458,0.9982,46357,83393.5,58667600.0,34410,156423,14454.5,1633629962
15921,3.3186,199968,34090,657395,83705,10,2248,1128,496.0,2273934,0.9982,46576,82818.8,56213800.0,34362,191876,14289.3,1634550811
15931,3.6891,199970,34107,657701,83876,10,2249,1134,509.7,2275841,0.9982,46351,81901.2,55122500.0,34215,138248,14809.1,1635649810
15950,3.3297,199982,34128,658279,84204,10,2254,1127,540.4,2279033,0.9981,46572,88709.2,65427000.0,34191,170031,16004.2,1637491383
15961,3.2553,199936,34144,658609,84342,10,2256,1129,514.4,2280655,0.9981,46444,83016,63888500.0,34015,172483,15233.7,1638469105
15972,3.674,199936,34116,658950,84563,10,2258,1128,516.7,2282673,0.9983,46185,76345.4,52678300.0,34031,170764,15634.5,1639681403
15981,3.2448,199953,34136,659226,84713,10,2259,1131,507.0,2284123,0.9982,46423,83565.9,59507300.0,34000,171217,15096.6,1640548685
15991,3.6323,199946,34148,659548,84873,10,2256,1137,533.5,2285563,0.9981,46294,86280.4,62380700.0,33836,203317,16986.8,1641507287
16013,3.5897,199912,34166,660235,85161,10,2257,1136,543.5,2288474,0.9981,46676,84435.4,64767600.0,33936,181154,16582.1,1643490597
16023,2.563,199896,34183,660495,85360,10,2257,1132,560.0,2290514,0.9982,46452,83620.4,57101700.0,33748,144816,12653.3,1644678508
16033,3.6076,199915,34222,660778,85525,10,2261,1131,549.2,2292109,0.9982,46354,75727.1,52273900.0,33679,176362,16048.4,1645550833
16042,3.7828,199902,34235,661098,85685,10,2264,1130,501.1,2293548,0.9982,46645,84148,59528900.0,33680,201693,17192.8,1646553100
16063,3.1145,199869,34305,661669,85989,10,2270,1128,555.7,2297082,0.9982,46572,92195.7,73166000.0,33417,210319,16160.1,1648634331
16074,3.3249,199865,34245,661999,86205,10,2277,1126,529.7,2298946,0.9983,46642,74859.5,48766900.0,33310,190339,15481.6,1649747889
16083,3.2684,199872,34248,662289,86405,10,2273,1130,529.1,2300825,0.9982,46416,81003.4,55887300.0,33289,126026,14025.5,1650631432
16105,3.3623,200000,34297,662996,86822,10,2275,1130,603.7,2304887,0.9983,46675,77197.3,53067100.0,33176,188548,13002.6,1652798691
16115,3.4292,200000,34332,663293,86998,10,2277,1134,574.2,2306630,0.9982,46291,83042.4,58807200.0,33180,167815,16457.3,1653687678
16125,3.3653,200000,34356,663598,87200,10,2276,1133,543.9,2308668,0.9983,46323,77031.4,55717200.0,33071,190824,13566.6,1654826245
16135,4.2147,200000,34363,663911,87370,10,2272,1139,525.3,2310258,0.9981,46078,78503.8,53428000.0,33085,173872,16939.1,1655620021
16145,3.462,200000,34414,664176,87504,10,2277,1133,507.8,2311724,0.9983,46279,79371.2,57123600.0,32842,174786,12875.3,1656870113
16165,3.3575,200000,34397,664771,87848,10,2274,1137,534.7,2315057,0.9982,46325,86672.6,62683700.0,32798,202749,16197.4,1658851860
16175,3.45,200000,34411,665041,88013,10,2274,1136,491.3,2316652,0.9982,46130,87208.5,61188900.0,32748,158411,17017.4,1659789751
16195,3.9014,200000,34368,665627,88400,10,2277,1136,542.2,2320422,0.9983,46273,75227.5,51455400.0,32607,161338,15523.8,1661986837
16205,3.3207,200000,34382,665958,88549,10,2281,1135,521.7,2322353,0.9982,46240,85750.6,61584300.0,32436,177767,14989.8,1662916309
16215,3.3642,200000,34345,666241,88760,10,2280,1141,517.5,2324060,0.9983,46302,84365.6,57360100.0,32431,196375,16600.8,1663991154
16225,3.7079,200000,34399,666548,88900,10,2281,1139,511.1,2325518,0.9983,46392,87150.5,62006000.0,32419,212047,16126.4,1664991126
16245,3.6425,200000,34392,667146,89231,10,2282,1142,549.0,2329023,0.9983,46332,83257.1,59813400.0,32265,156089,15037.2,1666993687
16255,3.9017,200000,34377,667432,89414,10,2281,1144,534.3,2330599,0.9983,46223,76659.2,53147800.0,32263,192217,17163.9,1667950680
16265,3.2767,200000,34365,667708,89594,10,2285,1142,514.0,2332499,0.9982,46476,84113.9,62059900.0,32072,148451,14044.9,1668936337
16275,3.7837,200000,34366,667983,89773,10,2289,1140,505.1,2333919,0.9982,46283,78771.4,53509500.0,32044,195101,15684.2,1669805931
16295,3.8087,200000,34384,668553,90130,10,2291,1137,553.7,2337400,0.9983,46402,79539.4,59851500.0,31865,164483,13321.2,1672024734
16305,3.4645,200000,34381,668870,90340,10,2291,1140,540.3,2339269,0.9983,46097,75851.1,49984800.0,31900,175249,16240.7,1673032278
16315,4.0051,200000,34394,669185,90484,10,2289,1145,496.3,2340724,0.9983,46204,89890.9,65538100.0,31888,227714,16627.1,1673977167
16335,3.5468,200000,34367,669764,90852,10,2291,1147,545.8,2344194,0.9983,46361,74236.9,50670400.0,31703,160425,14196.8,1676046631
16345,3.7239,200000,34400,670040,91021,10,2291,1148,561.6,2346262,0.9983,46051,81538.2,58533100.0,31509,132941,14670.1,1677035104
16355,3.5261,200000,34353,670328,91206,10,2295,1143,519.6,2347357,0.9983,46337,81603.2,59100700.0,31481,191073,15400.5,1678025502
16365,3.4994,200000,34337,670599,91398,10,2295,1149,512.6,2349245,0.9983,45894,72273.4,46103200.0,31445,175855,12914.7,1679051785
16385,3.5033,200000,34370,671133,91755,10,2301,1149,559.2,2352727,0.9982,46086,88682.3,63137800.0,31226,186451,16585.4,1680808506
16395,3.8351,200000,34324,671441,91971,10,2299,1156,515.9,2354429,0.9983,46060,83914.1,58244200.0,31232,163730,14443,1681999524
16405,3.8824,200000,34327,671722,92156,10,2298,1159,506.7,2355840,0.9983,45916,81814,55684900.0,31231,200956,15751.6,1683012382
16425,4.1404,200000,34311,672315,92496,10,2303,1164,555.9,2359178,0.9983,46139,86083.8,61872600.0,31066,163284,14907.7,1685050768
16435,3.587,200000,34374,672597,92645,10,2303,1163,534.4,2360627,0.9981,46047,82713.2,56573200.0,31024,169121,15980,1685783109
16445,3.6988,199999,34357,672896,92867,10,2301,1167,494.4,2362165,0.9983,46274,85273.5,64738000.0,31019,184807,17519.6,1687086019
16465,3.6467,199982,34351,673533,93188,10,2304,1163,540.1,2365041,0.9983,46197,85296.1,66114400.0,30953,113717,14061.6,1689062285
16475,3.9886,199978,34368,673846,93346,10,2303,1165,527.1,2366642,0.9983,45984,88311.7,59506400.0,30962,202558,15488.6,1690085826
16485,3.9782,199972,34361,674134,93502,10,2305,1169,515.7,2368081,0.9983,45833,78608.4,54460900.0,30940,141033,14756.9,1691014687
16496,3.459,199968,34337,674459,93673,10,2303,1170,496.4,2369669,0.9982,45939,85399.7,60364900.0,30786,151577,14622.2,1691934321
16506,3.7753,199967,34335,674768,93867,10,2310,1162,496.8,2371394,0.9983,45753,78240.6,51394300.0,30783,167344,14045.3,1693076559
16516,3.649,199957,34324,675057,94083,10,2313,1160,497.0,2373096,0.9983,45822,81205.1,57940600.0,30800,189026,15967.3,1694106651
